onset	duration	trial_type	response_time	sample	value
40.1245625000	0.0000000000	STATUS	n/a	10271.8880000000	Picture
41.1564609375	0.0000000000	STATUS	n/a	10536.0540000000	Picture
41.8813632813	0.0000000000	STATUS	n/a	10721.6290000000	Picture
42.2335625000	0.0000000000	STATUS	n/a	10811.7920000000	Response
42.8871640625	0.0000000000	STATUS	n/a	10979.1140000000	Picture
43.3133632812	0.0000000000	STATUS	n/a	11088.2210000000	Response
43.4791640625	0.0000000000	STATUS	n/a	11130.6660000000	Picture
43.8900625000	0.0000000000	STATUS	n/a	11235.8560000000	Picture
43.9452617187	0.0000000000	STATUS	n/a	11249.9870000000	Response
44.4509609375	0.0000000000	STATUS	n/a	11379.4460000000	Picture
45.0738632812	0.0000000000	STATUS	n/a	11538.9090000000	Picture
45.6017617187	0.0000000000	STATUS	n/a	11674.0510000000	Picture
46.3516640625	0.0000000000	STATUS	n/a	11866.0260000000	Picture
46.9495625000	0.0000000000	STATUS	n/a	12019.0880000000	Picture
47.9214609375	0.0000000000	STATUS	n/a	12267.8940000000	Picture
48.5933632812	0.0000000000	STATUS	n/a	12439.9010000000	Picture
49.3441640625	0.0000000000	STATUS	n/a	12632.1060000000	Picture
49.9330625000	0.0000000000	STATUS	n/a	12782.8640000000	Picture
50.9379609375	0.0000000000	STATUS	n/a	13040.1180000000	Picture
51.6008632812	0.0000000000	STATUS	n/a	13209.8210000000	Picture
51.9837617188	0.0000000000	STATUS	n/a	13307.8430000000	Response
52.1377617187	0.0000000000	STATUS	n/a	13347.2670000000	Picture
52.9496640625	0.0000000000	STATUS	n/a	13555.1140000000	Picture
54.0154609375	0.0000000000	STATUS	n/a	13827.9580000000	Picture
55.0173632812	0.0000000000	STATUS	n/a	14084.4450000000	Picture
56.1241640625	0.0000000000	STATUS	n/a	14367.7860000000	Picture
56.6840625000	0.0000000000	STATUS	n/a	14511.1200000000	Picture
57.2659609375	0.0000000000	STATUS	n/a	14660.0860000000	Picture
58.0918632812	0.0000000000	STATUS	n/a	14871.5170000000	Picture
59.1427617188	0.0000000000	STATUS	n/a	15140.5470000000	Picture
59.8486640625	0.0000000000	STATUS	n/a	15321.2580000000	Picture
60.4005625000	0.0000000000	STATUS	n/a	15462.5440000000	Picture
61.4493632813	0.0000000000	STATUS	n/a	15731.0370000000	Picture
62.0692617187	0.0000000000	STATUS	n/a	15889.7310000000	Picture
62.3421640625	0.0000000000	STATUS	n/a	15959.5940000000	Response
63.0341640625	0.0000000000	STATUS	n/a	16136.7460000000	Picture
63.4379609375	0.0000000000	STATUS	n/a	16240.1180000000	Response
64.0519609375	0.0000000000	STATUS	n/a	16397.3020000000	Picture
64.4559609375	0.0000000000	STATUS	n/a	16500.7260000000	Picture
64.9598632812	0.0000000000	STATUS	n/a	16629.7250000000	Picture
65.4136640625	0.0000000000	STATUS	n/a	16745.8980000000	Response
65.4997617187	0.0000000000	STATUS	n/a	16767.9390000000	Picture
65.9786640625	0.0000000000	STATUS	n/a	16890.5380000000	Picture
67.0705625000	0.0000000000	STATUS	n/a	17170.0640000000	Picture
67.4373632813	0.0000000000	STATUS	n/a	17263.9650000000	Response
68.0173632812	0.0000000000	STATUS	n/a	17412.4450000000	Picture
68.6382617188	0.0000000000	STATUS	n/a	17571.3950000000	Picture
68.9890625000	0.0000000000	STATUS	n/a	17661.2000000000	Response
69.6621640625	0.0000000000	STATUS	n/a	17833.5140000000	Picture
70.4210625000	0.0000000000	STATUS	n/a	18027.7920000000	Picture
71.1238632812	0.0000000000	STATUS	n/a	18207.7090000000	Picture
71.7757617188	0.0000000000	STATUS	n/a	18374.5950000000	Picture
72.1725625000	0.0000000000	STATUS	n/a	18476.1760000000	Response
72.4007617188	0.0000000000	STATUS	n/a	18534.5950000000	Picture
73.3585625000	0.0000000000	STATUS	n/a	18779.7920000000	Picture
79.9980468750	n/a	STATUS	n/a	20479.5000000000	boundary
80.0547578125	0.0000000000	STATUS	n/a	20494.0180000000	Picture
80.6646562500	0.0000000000	STATUS	n/a	20650.1520000000	Picture
81.0848554688	0.0000000000	STATUS	n/a	20757.7230000000	Response
81.1295546875	0.0000000000	STATUS	n/a	20769.1660000000	Picture
81.6687578125	0.0000000000	STATUS	n/a	20907.2020000000	Response
82.1514570313	0.0000000000	STATUS	n/a	21030.7730000000	Picture
82.5405546875	0.0000000000	STATUS	n/a	21130.3820000000	Response
83.1732578125	0.0000000000	STATUS	n/a	21292.3540000000	Picture
83.8611562500	0.0000000000	STATUS	n/a	21468.4560000000	Picture
84.3570546875	0.0000000000	STATUS	n/a	21595.4060000000	Picture
85.4129570313	0.0000000000	STATUS	n/a	21865.7170000000	Picture
85.7640546875	0.0000000000	STATUS	n/a	21955.5980000000	Response
85.9058554688	0.0000000000	STATUS	n/a	21991.8990000000	Picture
86.7207578125	0.0000000000	STATUS	n/a	22200.5140000000	Picture
87.1586562500	0.0000000000	STATUS	n/a	22312.6160000000	Picture
87.8415546875	0.0000000000	STATUS	n/a	22487.4380000000	Picture
88.9453554687	0.0000000000	STATUS	n/a	22770.0110000000	Picture
89.7992578125	0.0000000000	STATUS	n/a	22988.6100000000	Picture
90.4291562500	0.0000000000	STATUS	n/a	23149.8640000000	Picture
91.0780546875	0.0000000000	STATUS	n/a	23315.9820000000	Picture
92.1839570313	0.0000000000	STATUS	n/a	23599.0930000000	Picture
92.8038554688	0.0000000000	STATUS	n/a	23757.7870000000	Picture
93.4027578125	0.0000000000	STATUS	n/a	23911.1060000000	Picture
93.9196562500	0.0000000000	STATUS	n/a	24043.4320000000	Picture
94.2666562500	0.0000000000	STATUS	n/a	24132.2640000000	Response
94.4655546875	0.0000000000	STATUS	n/a	24183.1820000000	Picture
94.8025546875	0.0000000000	STATUS	n/a	24269.4540000000	Response
95.2924570312	0.0000000000	STATUS	n/a	24394.8690000000	Picture
96.3132578125	0.0000000000	STATUS	n/a	24656.1940000000	Picture
97.2881562500	0.0000000000	STATUS	n/a	24905.7680000000	Picture
98.3509570313	0.0000000000	STATUS	n/a	25177.8450000000	Picture
98.9228554688	0.0000000000	STATUS	n/a	25324.2510000000	Picture
99.9157578125	0.0000000000	STATUS	n/a	25578.4340000000	Picture
100.3996562500	0.0000000000	STATUS	n/a	25702.3120000000	Picture
101.1785546875	0.0000000000	STATUS	n/a	25901.7100000000	Picture
102.1973554688	0.0000000000	STATUS	n/a	26162.5230000000	Picture
103.2852578125	0.0000000000	STATUS	n/a	26441.0260000000	Picture
103.9901562500	0.0000000000	STATUS	n/a	26621.4800000000	Picture
105.0879570312	0.0000000000	STATUS	n/a	26902.5170000000	Picture
105.9048554688	0.0000000000	STATUS	n/a	27111.6430000000	Picture
106.4097578125	0.0000000000	STATUS	n/a	27240.8980000000	Picture
106.7365546875	0.0000000000	STATUS	n/a	27324.5580000000	Response
107.2586562500	0.0000000000	STATUS	n/a	27458.2160000000	Picture
107.7665546875	0.0000000000	STATUS	n/a	27588.2380000000	Picture
108.1443554688	0.0000000000	STATUS	n/a	27684.9550000000	Response
108.2714570313	0.0000000000	STATUS	n/a	27717.4930000000	Picture
109.2353554688	0.0000000000	STATUS	n/a	27964.2510000000	Picture
110.2641562500	0.0000000000	STATUS	n/a	28227.6240000000	Picture
110.6501562500	0.0000000000	STATUS	n/a	28326.4400000000	Picture
111.1180546875	0.0000000000	STATUS	n/a	28446.2220000000	Picture
111.6649570312	0.0000000000	STATUS	n/a	28586.2290000000	Picture
112.6108554688	0.0000000000	STATUS	n/a	28828.3790000000	Picture
113.0947578125	0.0000000000	STATUS	n/a	28952.2580000000	Picture
113.4474570312	0.0000000000	STATUS	n/a	29042.5490000000	Response
114.1245546875	0.0000000000	STATUS	n/a	29215.8860000000	Picture
114.9414570312	0.0000000000	STATUS	n/a	29425.0130000000	Picture
116.0643554687	0.0000000000	STATUS	n/a	29712.4750000000	Picture
116.5542578125	0.0000000000	STATUS	n/a	29837.8900000000	Picture
117.6630546875	0.0000000000	STATUS	n/a	30121.7420000000	Picture
118.6368554687	0.0000000000	STATUS	n/a	30371.0350000000	Picture
119.5487578125	0.0000000000	STATUS	n/a	30604.4820000000	Picture
120.2056562500	0.0000000000	STATUS	n/a	30772.6480000000	Picture
120.6062578125	0.0000000000	STATUS	n/a	30875.2020000000	Response
121.0215546875	0.0000000000	STATUS	n/a	30981.5180000000	Picture
121.6061562500	0.0000000000	STATUS	n/a	31131.1760000000	Response
122.0173554687	0.0000000000	STATUS	n/a	31236.4430000000	Picture
122.5213554688	0.0000000000	STATUS	n/a	31365.4670000000	Picture
123.1702578125	0.0000000000	STATUS	n/a	31531.5860000000	Picture
123.7591562500	0.0000000000	STATUS	n/a	31682.3440000000	Picture
124.2136562500	0.0000000000	STATUS	n/a	31798.6960000000	Response
124.6360546875	0.0000000000	STATUS	n/a	31906.8300000000	Picture
125.2455546875	0.0000000000	STATUS	n/a	32062.8620000000	Response
125.4368554687	0.0000000000	STATUS	n/a	32111.8350000000	Picture
126.2533554688	0.0000000000	STATUS	n/a	32320.8590000000	Response
126.4216562500	0.0000000000	STATUS	n/a	32363.9440000000	Picture
127.4925546875	0.0000000000	STATUS	n/a	32638.0940000000	Picture
127.9604570313	0.0000000000	STATUS	n/a	32757.8770000000	Picture
128.8813554688	0.0000000000	STATUS	n/a	32993.6270000000	Picture
129.6462578125	0.0000000000	STATUS	n/a	33189.4420000000	Picture
130.1591562500	0.0000000000	STATUS	n/a	33320.7440000000	Picture
130.9210546875	0.0000000000	STATUS	n/a	33515.7900000000	Picture
131.9388554688	0.0000000000	STATUS	n/a	33776.3470000000	Picture
132.8327578125	0.0000000000	STATUS	n/a	34005.1860000000	Picture
133.5866562500	0.0000000000	STATUS	n/a	34198.1840000000	Picture
133.9080546875	0.0000000000	STATUS	n/a	34280.4620000000	Response
134.1095546875	0.0000000000	STATUS	n/a	34332.0460000000	Picture
135.1614570312	0.0000000000	STATUS	n/a	34601.3330000000	Picture
135.8593554688	0.0000000000	STATUS	n/a	34779.9950000000	Picture
136.2356562500	0.0000000000	STATUS	n/a	34876.3280000000	Response
136.8771562500	0.0000000000	STATUS	n/a	35040.5520000000	Picture
137.9050546875	0.0000000000	STATUS	n/a	35303.6940000000	Picture
138.8928554687	0.0000000000	STATUS	n/a	35556.5710000000	Picture
139.9287578125	0.0000000000	STATUS	n/a	35821.7620000000	Picture
140.5406562500	0.0000000000	STATUS	n/a	35978.4080000000	Picture
140.9535546875	0.0000000000	STATUS	n/a	36084.1100000000	Picture
141.2828554688	0.0000000000	STATUS	n/a	36168.4110000000	Response
141.8534570313	0.0000000000	STATUS	n/a	36314.4850000000	Picture
142.3403554688	0.0000000000	STATUS	n/a	36439.1310000000	Picture
142.9632578125	0.0000000000	STATUS	n/a	36598.5940000000	Picture
143.4981562500	0.0000000000	STATUS	n/a	36735.5280000000	Picture
144.3830546875	0.0000000000	STATUS	n/a	36962.0620000000	Picture
145.3548554688	0.0000000000	STATUS	n/a	37210.8430000000	Picture
145.6661562500	0.0000000000	STATUS	n/a	37290.5360000000	Response
146.2267578125	0.0000000000	STATUS	n/a	37434.0500000000	Picture
147.3075546875	0.0000000000	STATUS	n/a	37710.7340000000	Picture
147.9884570312	0.0000000000	STATUS	n/a	37885.0450000000	Picture
148.4004570312	0.0000000000	STATUS	n/a	37990.5170000000	Picture
149.2752578125	0.0000000000	STATUS	n/a	38214.4660000000	Picture
149.6592578125	0.0000000000	STATUS	n/a	38312.7700000000	Picture
150.6170546875	0.0000000000	STATUS	n/a	38557.9660000000	Picture
151.5449570312	0.0000000000	STATUS	n/a	38795.5090000000	Picture
152.6567578125	0.0000000000	STATUS	n/a	39080.1300000000	Picture
152.9289570312	0.0000000000	STATUS	n/a	39149.8130000000	Response
153.1466562500	0.0000000000	STATUS	n/a	39205.5440000000	Picture
153.9605546875	0.0000000000	STATUS	n/a	39413.9020000000	Picture
154.6744570313	0.0000000000	STATUS	n/a	39596.6610000000	Picture
155.2313554687	0.0000000000	STATUS	n/a	39739.2270000000	Picture
155.6323554688	0.0000000000	STATUS	n/a	39841.8830000000	Picture
155.7044570313	0.0000000000	STATUS	n/a	39860.3410000000	Response
161.9980468750	n/a	STATUS	n/a	41471.5000000000	boundary
162.0541250000	0.0000000000	STATUS	n/a	41485.8560000000	Picture
162.4781250000	0.0000000000	STATUS	n/a	41594.4000000000	Picture
162.9260234375	0.0000000000	STATUS	n/a	41709.0620000000	Picture
163.8579257813	0.0000000000	STATUS	n/a	41947.6290000000	Picture
164.2978242188	0.0000000000	STATUS	n/a	42060.2430000000	Picture
164.7197265625	0.0000000000	STATUS	n/a	42168.2500000000	Picture
165.2657265625	0.0000000000	STATUS	n/a	42308.0260000000	Picture
165.8806250000	0.0000000000	STATUS	n/a	42465.4400000000	Picture
166.5255234375	0.0000000000	STATUS	n/a	42630.5340000000	Picture
166.9424257812	0.0000000000	STATUS	n/a	42737.2610000000	Picture
167.6015625000	0.0000000000	Picture	n/a	42906.0000000000	35
167.6343242188	0.0000000000	STATUS	n/a	42914.3870000000	Picture
168.3642265625	0.0000000000	STATUS	n/a	43101.2420000000	Picture
168.7109375000	0.0000000000	Picture	n/a	43190.0000000000	35
169.1328125000	0.0000000000	Picture	n/a	43298.0000000000	35
169.3950234375	0.0000000000	STATUS	n/a	43365.1260000000	Picture
169.5820312500	0.0000000000	Picture	n/a	43413.0000000000	31
170.1569257813	0.0000000000	STATUS	n/a	43560.1730000000	Picture
170.5156250000	0.0000000000	Picture	n/a	43652.0000000000	35
170.8838242187	0.0000000000	STATUS	n/a	43746.2590000000	Picture
170.9531250000	0.0000000000	Picture	n/a	43764.0000000000	35
171.3750000000	0.0000000000	Picture	n/a	43872.0000000000	31
171.9747265625	0.0000000000	STATUS	n/a	44025.5300000000	Picture
172.5351562500	0.0000000000	Picture	n/a	44169.0000000000	31
172.8475234375	0.0000000000	STATUS	n/a	44248.9660000000	Picture
173.1835937500	0.0000000000	Picture	n/a	44335.0000000000	35
173.4954257812	0.0000000000	STATUS	n/a	44414.8290000000	Picture
173.5976562500	0.0000000000	Picture	n/a	44441.0000000000	34
174.3653242188	0.0000000000	STATUS	n/a	44637.5230000000	Picture
174.7027265625	0.0000000000	STATUS	n/a	44723.8980000000	Response
175.0195312500	0.0000000000	Picture	n/a	44805.0000000000	34
175.4171250000	0.0000000000	STATUS	n/a	44906.7840000000	Picture
176.0507812500	0.0000000000	Picture	n/a	45069.0000000000	34
176.0940234375	0.0000000000	STATUS	n/a	45080.0700000000	Picture
177.0659257813	0.0000000000	STATUS	n/a	45328.8770000000	Picture
177.7488242188	0.0000000000	STATUS	n/a	45503.6990000000	Picture
178.3037265625	0.0000000000	STATUS	n/a	45645.7540000000	Picture
178.6289062500	0.0000000000	Picture	n/a	45729.0000000000	35
179.0226250000	0.0000000000	STATUS	n/a	45829.7920000000	Picture
179.4299257813	0.0000000000	STATUS	n/a	45934.0610000000	Response
179.5039062500	0.0000000000	Picture	n/a	45953.0000000000	34
180.0794257812	0.0000000000	STATUS	n/a	46100.3330000000	Picture
180.1523437500	0.0000000000	Picture	n/a	46119.0000000000	34
181.0153242188	0.0000000000	STATUS	n/a	46339.9230000000	Picture
181.0234375000	0.0000000000	Picture	n/a	46342.0000000000	33
181.7372265625	0.0000000000	STATUS	n/a	46524.7300000000	Picture
182.0742187500	0.0000000000	Picture	n/a	46611.0000000000	34
182.2961250000	0.0000000000	STATUS	n/a	46667.8080000000	Picture
182.6693242188	0.0000000000	STATUS	n/a	46763.3470000000	Response
183.2460234375	0.0000000000	STATUS	n/a	46910.9820000000	Picture
183.7226562500	0.0000000000	Picture	n/a	47033.0000000000	35
184.0918242187	0.0000000000	STATUS	n/a	47127.5070000000	Picture
184.4062500000	0.0000000000	Picture	n/a	47208.0000000000	34
185.1467265625	0.0000000000	STATUS	n/a	47397.5620000000	Picture
185.6796875000	0.0000000000	Picture	n/a	47534.0000000000	33
185.7206250000	0.0000000000	STATUS	n/a	47544.4800000000	Picture
186.1675234375	0.0000000000	STATUS	n/a	47658.8860000000	Picture
186.7343750000	0.0000000000	Picture	n/a	47804.0000000000	31
187.0174257813	0.0000000000	STATUS	n/a	47876.4610000000	Picture
187.6718750000	0.0000000000	Picture	n/a	48044.0000000000	34
188.1162265625	0.0000000000	STATUS	n/a	48157.7540000000	Picture
188.3945312500	0.0000000000	Picture	n/a	48229.0000000000	34
188.7021250000	0.0000000000	STATUS	n/a	48307.7440000000	Picture
188.9531250000	0.0000000000	Picture	n/a	48372.0000000000	33
189.0283242188	0.0000000000	STATUS	n/a	48391.2510000000	Response
189.3620234375	0.0000000000	STATUS	n/a	48476.6780000000	Picture
189.8630234375	0.0000000000	STATUS	n/a	48604.9340000000	Picture
190.3809257812	0.0000000000	STATUS	n/a	48737.5170000000	Picture
190.7500000000	0.0000000000	Picture	n/a	48832.0000000000	31
191.1168242187	0.0000000000	STATUS	n/a	48925.9070000000	Picture
191.8046875000	0.0000000000	Picture	n/a	49102.0000000000	35
192.1576250000	0.0000000000	STATUS	n/a	49192.3520000000	Picture
192.3750000000	0.0000000000	Picture	n/a	49248.0000000000	31
192.8242187500	0.0000000000	Picture	n/a	49363.0000000000	31
193.0415234375	0.0000000000	STATUS	n/a	49418.6300000000	Picture
194.1123242187	0.0000000000	STATUS	n/a	49692.7550000000	Picture
194.4754257813	0.0000000000	STATUS	n/a	49785.7090000000	Response
194.7734375000	0.0000000000	Picture	n/a	49862.0000000000	35
195.0732265625	0.0000000000	STATUS	n/a	49938.7460000000	Picture
195.3593750000	0.0000000000	Picture	n/a	50012.0000000000	33
195.5072265625	0.0000000000	STATUS	n/a	50049.8500000000	Response
195.6551250000	0.0000000000	STATUS	n/a	50087.7120000000	Picture
196.0195312500	0.0000000000	Picture	n/a	50181.0000000000	31
196.0831250000	0.0000000000	STATUS	n/a	50197.2800000000	Response
196.4010234375	0.0000000000	STATUS	n/a	50278.6620000000	Picture
196.5195312500	0.0000000000	Picture	n/a	50309.0000000000	34
197.0390625000	0.0000000000	Picture	n/a	50442.0000000000	31
197.2188242188	0.0000000000	STATUS	n/a	50488.0190000000	Picture
197.6028242188	0.0000000000	STATUS	n/a	50586.3230000000	Response
197.6221250000	0.0000000000	STATUS	n/a	50591.2640000000	Picture
197.7734375000	0.0000000000	Picture	n/a	50630.0000000000	31
198.5796250000	0.0000000000	STATUS	n/a	50836.3840000000	Picture
199.7005234375	0.0000000000	STATUS	n/a	51123.3340000000	Picture
200.3424257813	0.0000000000	STATUS	n/a	51287.6610000000	Picture
200.7695312500	0.0000000000	Picture	n/a	51397.0000000000	33
200.9243242188	0.0000000000	STATUS	n/a	51436.6270000000	Picture
201.7304687500	0.0000000000	Picture	n/a	51643.0000000000	33
201.9421250000	0.0000000000	STATUS	n/a	51697.1840000000	Picture
202.3125000000	0.0000000000	Picture	n/a	51792.0000000000	33
202.6180234375	0.0000000000	STATUS	n/a	51870.2140000000	Picture
203.4499257812	0.0000000000	STATUS	n/a	52083.1810000000	Picture
203.8178242187	0.0000000000	STATUS	n/a	52177.3630000000	Response
203.8750000000	0.0000000000	Picture	n/a	52192.0000000000	33
204.2773437500	0.0000000000	Picture	n/a	52295.0000000000	35
204.5528242188	0.0000000000	STATUS	n/a	52365.5230000000	Picture
205.5126250000	0.0000000000	STATUS	n/a	52611.2320000000	Picture
206.3554687500	0.0000000000	Picture	n/a	52827.0000000000	35
206.5554257812	0.0000000000	STATUS	n/a	52878.1890000000	Picture
207.0000000000	0.0000000000	Picture	n/a	52992.0000000000	34
207.5353242187	0.0000000000	STATUS	n/a	53129.0430000000	Picture
207.9612265625	0.0000000000	STATUS	n/a	53238.0740000000	Picture
208.5976562500	0.0000000000	Picture	n/a	53401.0000000000	34
208.6461250000	0.0000000000	STATUS	n/a	53413.4080000000	Picture
209.2734375000	0.0000000000	Picture	n/a	53574.0000000000	35
209.5170234375	0.0000000000	STATUS	n/a	53636.3580000000	Picture
209.8328242188	0.0000000000	STATUS	n/a	53717.2030000000	Response
210.1054687500	0.0000000000	Picture	n/a	53787.0000000000	33
210.5238242188	0.0000000000	STATUS	n/a	53894.0990000000	Picture
211.1278242187	0.0000000000	STATUS	n/a	54048.7230000000	Picture
211.2109375000	0.0000000000	Picture	n/a	54070.0000000000	35
211.5286250000	0.0000000000	STATUS	n/a	54151.3280000000	Response
212.1606250000	0.0000000000	STATUS	n/a	54313.1200000000	Picture
213.0045234375	0.0000000000	STATUS	n/a	54529.1580000000	Picture
213.9293242187	0.0000000000	STATUS	n/a	54765.9070000000	Picture
214.1914062500	0.0000000000	Picture	n/a	54833.0000000000	34
214.2721250000	0.0000000000	STATUS	n/a	54853.6640000000	Response
214.5172265625	0.0000000000	STATUS	n/a	54916.4100000000	Picture
214.6171875000	0.0000000000	Picture	n/a	54942.0000000000	35
215.0012265625	0.0000000000	STATUS	n/a	55040.3140000000	Picture
215.3007812500	0.0000000000	Picture	n/a	55117.0000000000	34
215.4159257812	0.0000000000	STATUS	n/a	55146.4770000000	Response
215.7131250000	0.0000000000	STATUS	n/a	55222.5600000000	Picture
216.1718750000	0.0000000000	Picture	n/a	55340.0000000000	33
216.6939257813	0.0000000000	STATUS	n/a	55473.6450000000	Picture
217.1796875000	0.0000000000	Picture	n/a	55598.0000000000	31
217.5328242187	0.0000000000	STATUS	n/a	55688.4030000000	Picture
217.7851562500	0.0000000000	Picture	n/a	55753.0000000000	33
217.8475234375	0.0000000000	STATUS	n/a	55768.9660000000	Response
218.2197265625	0.0000000000	STATUS	n/a	55864.2500000000	Picture
218.6074257813	0.0000000000	STATUS	n/a	55963.5010000000	Response
218.8164062500	0.0000000000	Picture	n/a	56017.0000000000	31
218.9765234375	0.0000000000	STATUS	n/a	56057.9900000000	Picture
219.6601562500	0.0000000000	Picture	n/a	56233.0000000000	31
219.6605234375	0.0000000000	STATUS	n/a	56233.0940000000	Picture
220.3983242187	0.0000000000	STATUS	n/a	56421.9710000000	Picture
220.5859375000	0.0000000000	Picture	n/a	56470.0000000000	33
220.7990234375	0.0000000000	STATUS	n/a	56524.5500000000	Response
221.1682265625	0.0000000000	STATUS	n/a	56619.0660000000	Picture
221.1718750000	0.0000000000	Picture	n/a	56620.0000000000	31
221.6562500000	0.0000000000	Picture	n/a	56744.0000000000	33
221.7442265625	0.0000000000	STATUS	n/a	56766.5220000000	Picture
222.0708242188	0.0000000000	STATUS	n/a	56850.1310000000	Response
222.5930234375	0.0000000000	STATUS	n/a	56983.8140000000	Picture
223.0459257812	0.0000000000	STATUS	n/a	57099.7570000000	Picture
224.0488242187	0.0000000000	STATUS	n/a	57356.4990000000	Picture
224.1875000000	0.0000000000	Picture	n/a	57392.0000000000	33
224.4224257813	0.0000000000	STATUS	n/a	57452.1410000000	Response
224.5987265625	0.0000000000	STATUS	n/a	57497.2740000000	Picture
224.8750000000	0.0000000000	Picture	n/a	57568.0000000000	33
225.6876250000	0.0000000000	STATUS	n/a	57776.0320000000	Picture
226.3164062500	0.0000000000	Picture	n/a	57937.0000000000	31
226.3324257812	0.0000000000	STATUS	n/a	57941.1010000000	Picture
226.7624257812	0.0000000000	STATUS	n/a	58051.1810000000	Picture
227.0546875000	0.0000000000	Picture	n/a	58126.0000000000	33
227.1660234375	0.0000000000	STATUS	n/a	58154.5020000000	Response
227.8242187500	0.0000000000	Picture	n/a	58323.0000000000	31
