onset	duration	sample	trial_type	response_time	stim_file	value
208.6461250000	0.0000000000	53413.408	n/a	n/a	n/a	Picture
209.2734375000	0.0000000000	53574	n/a	n/a	n/a	35
209.5170234375	0.0000000000	53636.358	n/a	n/a	n/a	Picture
209.8328242188	0.0000000000	53717.203	n/a	n/a	n/a	Response
210.1054687500	0.0000000000	53787	n/a	n/a	n/a	33
210.5238242188	0.0000000000	53894.099	n/a	n/a	n/a	Picture
211.1278242187	0.0000000000	54048.723	n/a	n/a	n/a	Picture
211.2109375000	0.0000000000	54070	n/a	n/a	n/a	35
211.5286250000	0.0000000000	54151.328	n/a	n/a	n/a	Response
212.1606250000	0.0000000000	54313.12	n/a	n/a	n/a	Picture
213.0045234375	0.0000000000	54529.158	n/a	n/a	n/a	Picture
213.9293242187	0.0000000000	54765.907	n/a	n/a	n/a	Picture
214.1914062500	0.0000000000	54833	n/a	n/a	n/a	34
214.2721250000	0.0000000000	54853.664	n/a	n/a	n/a	Response
214.5172265625	0.0000000000	54916.41	n/a	n/a	n/a	Picture
214.6171875000	0.0000000000	54942	n/a	n/a	n/a	35
215.0012265625	0.0000000000	55040.314	n/a	n/a	n/a	Picture
215.3007812500	0.0000000000	55117	n/a	n/a	n/a	34
215.4159257812	0.0000000000	55146.477	n/a	n/a	n/a	Response
215.7131250000	0.0000000000	55222.56	n/a	n/a	n/a	Picture
216.1718750000	0.0000000000	55340	n/a	n/a	n/a	33
216.6939257813	0.0000000000	55473.645	n/a	n/a	n/a	Picture
217.1796875000	0.0000000000	55598	n/a	n/a	n/a	31
217.5328242187	0.0000000000	55688.403	n/a	n/a	n/a	Picture
217.7851562500	0.0000000000	55753	n/a	n/a	n/a	33
217.8475234375	0.0000000000	55768.966	n/a	n/a	n/a	Response
218.2197265625	0.0000000000	55864.25	n/a	n/a	n/a	Picture
218.6074257813	0.0000000000	55963.501	n/a	n/a	n/a	Response
218.8164062500	0.0000000000	56017	n/a	n/a	n/a	31
218.9765234375	0.0000000000	56057.99	n/a	n/a	n/a	Picture
219.6601562500	0.0000000000	56233	n/a	n/a	n/a	31
219.6605234375	0.0000000000	56233.094	n/a	n/a	n/a	Picture
220.3983242187	0.0000000000	56421.971	n/a	n/a	n/a	Picture
220.5859375000	0.0000000000	56470	n/a	n/a	n/a	33
220.7990234375	0.0000000000	56524.55	n/a	n/a	n/a	Response
221.1682265625	0.0000000000	56619.066	n/a	n/a	n/a	Picture
221.1718750000	0.0000000000	56620	n/a	n/a	n/a	31
221.6562500000	0.0000000000	56744	n/a	n/a	n/a	33
221.7442265625	0.0000000000	56766.522	n/a	n/a	n/a	Picture
222.0708242188	0.0000000000	56850.131	n/a	n/a	n/a	Response
222.5930234375	0.0000000000	56983.814	n/a	n/a	n/a	Picture
223.0459257812	0.0000000000	57099.757	n/a	n/a	n/a	Picture
224.0488242187	0.0000000000	57356.499	n/a	n/a	n/a	Picture
224.1875000000	0.0000000000	57392	n/a	n/a	n/a	33
224.4224257813	0.0000000000	57452.141	n/a	n/a	n/a	Response
224.5987265625	0.0000000000	57497.274	n/a	n/a	n/a	Picture
224.8750000000	0.0000000000	57568	n/a	n/a	n/a	33
225.6876250000	0.0000000000	57776.032	n/a	n/a	n/a	Picture
226.3164062500	0.0000000000	57937	n/a	n/a	n/a	31
226.3324257812	0.0000000000	57941.101	n/a	n/a	n/a	Picture
226.7624257812	0.0000000000	58051.181	n/a	n/a	n/a	Picture
227.0546875000	0.0000000000	58126	n/a	n/a	n/a	33
227.1660234375	0.0000000000	58154.502	n/a	n/a	n/a	Response
227.8242187500	0.0000000000	58323	n/a	n/a	n/a	31
227.8602265625	0.0000000000	58332.218	n/a	n/a	n/a	Picture
