name	x	y	z
D28	0.05	-0.07	0.01
D29	0.06	-0.06	-0.00
D30	0.02	-0.07	-0.00
D31	0.03	-0.07	-0.01
D32	0.04	-0.06	-0.02
E1	-0.05	-0.06	0.05
E2	-0.04	-0.07	0.05
E3	-0.02	-0.08	0.04
E4	-0.06	-0.06	0.03
E5	-0.04	-0.07	0.02
E6	-0.06	-0.05	0.01
E7	-0.04	-0.07	0.01
E8	-0.06	-0.05	-0.00
E9	-0.04	-0.06	-0.01
E10	-0.06	-0.05	-0.02
E11	-0.04	-0.06	-0.03
E12	-0.05	-0.05	-0.04
E13	-0.04	-0.05	-0.05
E14	-0.03	-0.06	-0.05
E15	-0.02	-0.06	-0.03
E16	0.00	-0.06	-0.04
E17	0.01	-0.07	-0.02
E18	0.02	-0.06	-0.04
E19	0.03	-0.06	-0.04
E20	0.05	-0.06	-0.03
E21	0.01	-0.06	-0.05
E22	0.02	-0.06	-0.06
E23	0.03	-0.05	-0.07
E24	0.04	-0.05	-0.05
E25	-0.01	-0.06	-0.05
E26	0.00	-0.05	-0.07
E27	0.02	-0.04	-0.08
E28	-0.02	-0.05	-0.06
E29	-0.01	-0.05	-0.07
E30	0.00	-0.04	-0.09
E31	-0.06	-0.06	0.06
E32	-0.04	-0.07	0.06
F1	0.00	0.07	0.11
F2	-0.03	0.07	0.11
F3	-0.05	0.05	0.10
F4	-0.06	0.04	0.10
F5	-0.06	0.02	0.12
F6	-0.07	-0.00	0.11
F7	-0.06	-0.02	0.12
F8	-0.06	-0.04	0.11
F9	-0.04	-0.05	0.11
F10	-0.02	-0.07	0.10
F11	0.00	-0.07	0.10
F12	-0.03	-0.07	0.08
F13	-0.01	-0.08	0.09
F14	-0.04	-0.06	0.09
F15	-0.06	-0.05	0.09
F16	-0.07	-0.03	0.09
F17	-0.07	-0.02	0.10
F18	-0.08	0.00	0.09
F19	-0.07	0.02	0.10
F20	-0.07	0.04	0.09
F21	-0.06	0.06	0.09
F22	-0.04	0.07	0.09
F23	-0.01	0.07	0.09
F24	-0.03	0.07	0.07
F25	-0.05	0.06	0.07
F26	-0.07	0.05	0.08
F27	-0.08	0.03	0.07
F28	-0.08	0.02	0.08
F29	-0.08	-0.02	0.08
F30	-0.07	-0.05	0.08
F31	-0.05	-0.06	0.08
F32	-0.08	-0.03	0.07
G1	0.05	0.06	-0.03
G2	0.03	0.06	-0.04
G3	0.02	0.06	-0.03
G4	0.01	0.06	-0.01
G5	0.04	0.05	-0.06
G6	0.02	0.06	-0.06
G7	0.01	0.06	-0.04
G8	0.00	0.06	-0.03
G9	0.03	0.05	-0.07
G10	0.01	0.04	-0.08
G11	0.00	0.05	-0.07
G12	-0.01	0.06	-0.06
G13	-0.01	0.03	-0.09
G14	-0.01	0.04	-0.08
G15	-0.05	0.05	-0.06
G16	-0.02	0.05	-0.06
G17	-0.02	0.06	-0.04
G18	-0.06	0.05	0.06
G19	-0.03	0.05	-0.05
G20	-0.04	0.05	-0.02
G21	-0.05	0.06	0.00
G22	-0.05	0.06	0.02
G23	-0.03	0.07	0.03
G24	-0.04	0.07	0.04
G25	-0.06	0.06	0.04
G26	-0.06	0.05	0.03
G27	-0.06	0.05	0.01
G28	-0.06	0.05	-0.01
G29	-0.04	0.05	-0.03
G30	-0.06	0.04	-0.02
G31	-0.05	0.06	0.06
G32	-0.06	0.04	-0.05
H1	0.08	-0.04	0.09
H2	0.08	-0.02	0.10
H3	0.09	-0.00	0.10
H4	0.07	0.02	0.10
H5	0.07	0.03	0.10
H6	0.09	0.02	0.09
H7	0.10	-0.00	0.08
H8	0.09	-0.02	0.09
H9	0.09	-0.04	0.08
H10	0.10	-0.02	0.07
H11	0.09	-0.04	0.06
H12	0.10	-0.02	0.06
H13	0.11	-0.00	0.06
H14	0.10	0.02	0.07
H15	0.08	0.03	0.08
H16	0.10	0.02	0.06
H17	0.09	0.04	0.07
H18	0.11	0.02	0.05
H19	0.09	0.04	0.05
H20	0.11	-0.03	0.04
H21	0.09	0.04	0.04
H22	0.11	-0.00	0.05
H23	0.10	-0.04	0.05
H24	0.09	-0.05	0.03
EXG1	0.08	0.02	-0.02
EXG2	0.07	0.04	-0.02
EXG3	0.08	-0.02	-0.03
EXG4	0.07	-0.04	-0.02
EXG5	0.10	0.00	-0.05
EXG6	0.10	0.00	-0.05
EXG7	0.11	0.00	-0.04
EXG8	0.10	0.00	-0.05
